,state_po,county,cor_pred,Repnum_x,Demnum_x,Repnum_y,Demnum_y
1284,PA,Huntingdon,3,3,0,3,0
1285,PA,Indiana,3,3,0,3,0
1286,PA,Jefferson,3,3,0,3,0
1287,PA,Juniata,3,3,0,3,0
1288,PA,Cambria,3,2,1,2,1
1289,PA,Bradford,3,3,0,3,0
1290,SC,Kershaw,3,3,0,3,0
1291,PA,Blair,3,3,0,3,0
1292,OR,Jefferson,3,3,0,3,0
1293,OR,Josephine,3,3,0,3,0
1294,OR,Klamath,3,3,0,3,0
1295,OR,Lake,3,3,0,3,0
1296,OR,Linn,3,3,0,3,0
1297,OR,Malheur,3,3,0,3,0
1298,OR,Morrow,3,3,0,3,0
1299,OR,Polk,3,3,0,3,0
1300,OR,Sherman,3,3,0,3,0
1301,OR,Umatilla,3,3,0,3,0
1302,OR,Union,3,3,0,3,0
1303,OR,Wallowa,3,3,0,3,0
1304,OR,Wheeler,3,3,0,3,0
1305,OR,Yamhill,3,3,0,3,0
1306,PA,Adams,3,3,0,3,0
1307,PA,Armstrong,3,3,0,3,0
1308,PA,Bedford,3,3,0,3,0
1309,PA,Lancaster,3,3,0,3,0
1310,PA,Lebanon,3,3,0,3,0
1311,PA,Luzerne,3,1,2,1,2
1312,PA,Lycoming,3,3,0,3,0
1313,PA,York,3,3,0,3,0
1314,RI,Kent,3,1,2,1,2
1315,SC,Abbeville,3,3,0,3,0
1316,SC,Aiken,3,3,0,3,0
1317,SC,Anderson,3,3,0,3,0
1318,SC,Beaufort,3,3,0,3,0
1319,SC,Berkeley,3,3,0,3,0
1320,MO,Stone,3,3,0,3,0
1321,SC,Cherokee,3,3,0,3,0
1322,SC,Chesterfield,3,3,0,3,0
1323,SC,Dorchester,3,3,0,3,0
1324,SC,Edgefield,3,3,0,3,0
1325,SC,Florence,3,3,0,3,0
1326,SC,Georgetown,3,3,0,3,0
1327,SC,Greenville,3,3,0,3,0
1328,SC,Greenwood,3,3,0,3,0
1329,SC,Horry,3,3,0,3,0
1330,PA,Wyoming,3,3,0,3,0
1331,PA,Westmoreland,3,3,0,3,0
1332,PA,Wayne,3,3,0,3,0
1333,PA,Potter,3,3,0,3,0
1334,PA,McKean,3,3,0,3,0
1335,PA,Mifflin,3,3,0,3,0
1336,PA,Montour,3,3,0,3,0
1337,PA,Northampton,3,1,2,1,2
1338,PA,Northumberland,3,3,0,3,0
1339,PA,Perry,3,3,0,3,0
1340,PA,Pike,3,3,0,3,0
1341,PA,Schuylkill,3,3,0,3,0
1342,PA,Warren,3,3,0,3,0
1343,PA,Snyder,3,3,0,3,0
1344,PA,Somerset,3,3,0,3,0
1345,PA,Sullivan,3,3,0,3,0
1346,PA,Susquehanna,3,3,0,3,0
1347,PA,Tioga,3,3,0,3,0
1348,PA,Union,3,3,0,3,0
1349,PA,Venango,3,3,0,3,0
1350,TN,Hardeman,3,1,2,1,2
1351,TN,Hardin,3,3,0,3,0
1352,TN,Hawkins,3,3,0,3,0
1353,TX,Falls,3,3,0,3,0
1354,TX,Fayette,3,3,0,3,0
1355,TX,Fisher,3,3,0,3,0
1356,TX,Floyd,3,3,0,3,0
1357,TX,Foard,3,3,0,3,0
1358,TX,Franklin,3,3,0,3,0
1359,TX,Freestone,3,3,0,3,0
1360,TX,Frio,3,1,2,1,2
1361,TX,Gaines,3,3,0,3,0
1362,TX,Galveston,3,3,0,3,0
1363,TX,Garza,3,3,0,3,0
1364,TX,Gillespie,3,3,0,3,0
1365,TX,Glasscock,3,3,0,3,0
1366,TX,Goliad,3,3,0,3,0
1367,TX,Gonzales,3,3,0,3,0
1368,TX,Gray,3,3,0,3,0
1369,TX,Grayson,3,3,0,3,0
1370,TX,Gregg,3,3,0,3,0
1371,TX,Fannin,3,3,0,3,0
1372,TX,Erath,3,3,0,3,0
1373,TN,Henderson,3,3,0,3,0
1374,TX,Ellis,3,3,0,3,0
1375,TX,Coryell,3,3,0,3,0
1376,TX,Cottle,3,3,0,3,0
1377,TX,Crane,3,3,0,3,0
1378,TX,Crockett,3,3,0,3,0
1379,TX,Crosby,3,3,0,3,0
1380,TX,Culberson,3,1,2,1,2
1381,TX,Dallam,3,3,0,3,0
1382,TX,Dawson,3,3,0,3,0
1383,TX,Deaf Smith,3,3,0,3,0
1384,TX,Delta,3,3,0,3,0
1385,TX,Denton,3,3,0,3,0
1386,TX,Dewitt,3,3,0,3,0
1387,TX,Dickens,3,3,0,3,0
1388,TX,Donley,3,3,0,3,0
1389,TX,Eastland,3,3,0,3,0
1390,TX,Ector,3,3,0,3,0
1391,TX,Edwards,3,3,0,3,0
1392,TX,Grimes,3,3,0,3,0
1393,TX,Guadalupe,3,3,0,3,0
1394,TX,Hale,3,3,0,3,0
1395,TX,Hall,3,3,0,3,0
1396,TX,Jack,3,3,0,3,0
1397,TX,Jackson,3,3,0,3,0
1398,TX,Jasper,3,3,0,3,0
1399,TX,Jeff Davis,3,3,0,3,0
1400,TX,Jefferson,3,1,2,1,2
1401,TX,Johnson,3,3,0,3,0
1402,TX,Jones,3,3,0,3,0
1403,TX,Karnes,3,3,0,3,0
1404,TX,Kaufman,3,3,0,3,0
1405,TX,Kendall,3,3,0,3,0
1406,TX,Kent,3,3,0,3,0
1407,TX,Kerr,3,3,0,3,0
1408,TX,Kimble,3,3,0,3,0
1409,TX,King,3,3,0,3,0
1410,TX,Kinney,3,3,0,3,0
1411,TX,Knox,3,3,0,3,0
1412,TX,Lamar,3,3,0,3,0
1413,TX,Irion,3,3,0,3,0
1414,TX,Hutchinson,3,3,0,3,0
1415,TX,Hunt,3,3,0,3,0
1416,TX,Hays,3,3,0,3,0
1417,TX,Hamilton,3,3,0,3,0
1418,TX,Hansford,3,3,0,3,0
1419,TX,Hardeman,3,3,0,3,0
1420,TX,Hardin,3,3,0,3,0
1421,TX,Harrison,3,3,0,3,0
1422,TX,Hartley,3,3,0,3,0
1423,TX,Haskell,3,3,0,3,0
1424,TX,Hemphill,3,3,0,3,0
1425,TX,Hudspeth,3,3,0,3,0
1426,TX,Henderson,3,3,0,3,0
1427,TX,Hill,3,3,0,3,0
1428,TX,Hockley,3,3,0,3,0
1429,TX,Hood,3,3,0,3,0
1430,TX,Hopkins,3,3,0,3,0
1431,TX,Houston,3,3,0,3,0
1432,TX,Howard,3,3,0,3,0
1433,TX,Cooke,3,3,0,3,0
1434,TX,Concho,3,3,0,3,0
1435,TX,Comanche,3,3,0,3,0
1436,TX,Angelina,3,3,0,3,0
1437,TN,Rhea,3,3,0,3,0
1438,TN,Roane,3,3,0,3,0
1439,TN,Rutherford,3,3,0,3,0
1440,TN,Scott,3,3,0,3,0
1441,TN,Sequatchie,3,3,0,3,0
1442,TN,Sevier,3,3,0,3,0
1443,TN,Sullivan,3,3,0,3,0
1444,TN,Sumner,3,3,0,3,0
1445,TN,Tipton,3,3,0,3,0
1446,TN,Unicoi,3,3,0,3,0
1447,TN,Union,3,3,0,3,0
1448,TN,Washington,3,3,0,3,0
1449,TN,Wayne,3,3,0,3,0
1450,TN,Weakley,3,3,0,3,0
1451,TN,Williamson,3,3,0,3,0
1452,TN,Wilson,3,3,0,3,0
1453,TX,Anderson,3,3,0,3,0
1454,TN,Putnam,3,3,0,3,0
1455,TN,Polk,3,3,0,3,0
1456,TN,Pickett,3,3,0,3,0
1457,TN,Madison,3,3,0,3,0
1458,TN,Jefferson,3,3,0,3,0
1459,TN,Johnson,3,3,0,3,0
1460,TN,Knox,3,3,0,3,0
1461,TN,Lawrence,3,3,0,3,0
1462,TN,Lincoln,3,3,0,3,0
1463,TN,Loudon,3,3,0,3,0
1464,TN,Macon,3,3,0,3,0
1465,TN,Maury,3,3,0,3,0
1466,TN,Obion,3,3,0,3,0
1467,TN,McMinn,3,3,0,3,0
1468,TN,McNairy,3,3,0,3,0
1469,TN,Meigs,3,3,0,3,0
1470,TN,Monroe,3,3,0,3,0
1471,TN,Montgomery,3,3,0,3,0
1472,TN,Moore,3,3,0,3,0
1473,TN,Morgan,3,3,0,3,0
1474,TX,Andrews,3,3,0,3,0
1475,TX,Aransas,3,3,0,3,0
1476,TX,Comal,3,3,0,3,0
1477,TX,Archer,3,3,0,3,0
1478,TX,Calhoun,3,3,0,3,0
1479,TX,Callahan,3,3,0,3,0
1480,TX,Cameron,3,1,2,1,2
1481,TX,Camp,3,3,0,3,0
1482,TX,Carson,3,3,0,3,0
1483,TX,Cass,3,3,0,3,0
1484,TX,Castro,3,3,0,3,0
1485,TX,Chambers,3,3,0,3,0
1486,TX,Cherokee,3,3,0,3,0
1487,TX,Childress,3,3,0,3,0
1488,TX,Clay,3,3,0,3,0
1489,TX,Cochran,3,3,0,3,0
1490,TX,Coke,3,3,0,3,0
1491,TX,Coleman,3,3,0,3,0
1492,TX,Collin,3,3,0,3,0
1493,TX,Collingsworth,3,3,0,3,0
1494,TX,Colorado,3,3,0,3,0
1495,TX,Caldwell,3,3,0,3,0
1496,TX,Burnet,3,3,0,3,0
1497,TX,Burleson,3,3,0,3,0
1498,TX,Bee,3,3,0,3,0
1499,TX,Armstrong,3,3,0,3,0
1500,TX,Atascosa,3,3,0,3,0
1501,TX,Austin,3,3,0,3,0
1502,TX,Bailey,3,3,0,3,0
1503,TX,Bandera,3,3,0,3,0
1504,TX,Bastrop,3,3,0,3,0
1505,TX,Baylor,3,3,0,3,0
1506,TX,Bell,3,3,0,3,0
1507,TX,Brown,3,3,0,3,0
1508,TX,Blanco,3,3,0,3,0
1509,TX,Borden,3,3,0,3,0
1510,TX,Bosque,3,3,0,3,0
1511,TX,Bowie,3,3,0,3,0
1512,TX,Brazoria,3,3,0,3,0
1513,TX,Brazos,3,3,0,3,0
1514,TX,Briscoe,3,3,0,3,0
1515,MO,Sullivan,3,3,0,3,0
1516,MS,Montgomery,3,3,0,3,0
1517,MO,Stoddard,3,3,0,3,0
1518,IA,Worth,3,1,2,1,2
1519,IA,O'Brien,3,3,0,3,0
1520,IA,Osceola,3,3,0,3,0
1521,IA,Page,3,3,0,3,0
1522,IA,Plymouth,3,3,0,3,0
1523,IA,Pocahontas,3,3,0,3,0
1524,IA,Pottawattamie,3,3,0,3,0
1525,IA,Ringgold,3,3,0,3,0
1526,IA,Sac,3,3,0,3,0
1527,IA,Shelby,3,3,0,3,0
1528,IA,Sioux,3,3,0,3,0
1529,IA,Tama,3,1,2,1,2
1530,IA,Taylor,3,3,0,3,0
1531,IA,Van Buren,3,3,0,3,0
1532,IA,Wapello,3,1,2,1,2
1533,IA,Washington,3,3,0,3,0
1534,IA,Wayne,3,3,0,3,0
1535,IA,Webster,3,1,2,1,2
1536,IA,Muscatine,3,1,2,1,2
1537,IA,Montgomery,3,3,0,3,0
1538,IA,Monroe,3,3,0,3,0
1539,IA,Keokuk,3,3,0,3,0
1540,IA,Harrison,3,3,0,3,0
1541,IA,Henry,3,3,0,3,0
1542,IA,Howard,3,1,2,1,2
1543,IA,Humboldt,3,3,0,3,0
1544,IA,Ida,3,3,0,3,0
1545,IA,Jackson,3,1,2,1,2
1546,IA,Jones,3,1,2,1,2
1547,IA,Lee,3,1,2,1,2
1548,IA,Monona,3,3,0,3,0
1549,IA,Lucas,3,3,0,3,0
1550,IA,Lyon,3,3,0,3,0
1551,IA,Madison,3,3,0,3,0
1552,IA,Mahaska,3,3,0,3,0
1553,IA,Marion,3,3,0,3,0
1554,IA,Mills,3,3,0,3,0
1555,IA,Mitchell,3,1,2,1,2
1556,IA,Winnebago,3,2,1,2,1
1557,IA,Wright,3,3,0,3,0
1558,IA,Guthrie,3,3,0,3,0
1559,ID,Ada,3,3,0,3,0
1560,ID,Gem,3,3,0,3,0
1561,ID,Gooding,3,3,0,3,0
1562,ID,Idaho,3,3,0,3,0
1563,ID,Jefferson,3,3,0,3,0
1564,ID,Jerome,3,3,0,3,0
1565,ID,Kootenai,3,3,0,3,0
1566,ID,Lemhi,3,3,0,3,0
1567,ID,Lewis,3,3,0,3,0
1568,ID,Lincoln,3,3,0,3,0
1569,ID,Madison,3,3,0,3,0
1570,ID,Minidoka,3,3,0,3,0
1571,ID,Nez Perce,3,3,0,3,0
1572,ID,Oneida,3,3,0,3,0
1573,ID,Owyhee,3,3,0,3,0
1574,ID,Payette,3,3,0,3,0
1575,ID,Power,3,3,0,3,0
1576,ID,Shoshone,3,3,0,3,0
1577,ID,Fremont,3,3,0,3,0
1578,ID,Franklin,3,3,0,3,0
1579,ID,Elmore,3,3,0,3,0
1580,ID,Bonneville,3,3,0,3,0
1581,ID,Adams,3,3,0,3,0
1582,ID,Bannock,3,3,0,3,0
1583,ID,Bear Lake,3,3,0,3,0
1584,ID,Benewah,3,3,0,3,0
1585,ID,Bingham,3,3,0,3,0
1586,ID,Boise,3,3,0,3,0
1587,ID,Bonner,3,3,0,3,0
1588,ID,Boundary,3,3,0,3,0
1589,ID,Custer,3,3,0,3,0
1590,ID,Butte,3,3,0,3,0
1591,ID,Camas,3,3,0,3,0
1592,ID,Canyon,3,3,0,3,0
1593,ID,Caribou,3,3,0,3,0
1594,ID,Cassia,3,3,0,3,0
1595,ID,Clark,3,3,0,3,0
1596,ID,Clearwater,3,3,0,3,0
1597,IA,Hancock,3,3,0,3,0
1598,IA,Grundy,3,3,0,3,0
1599,KS,Cloud,3,3,0,3,0
1600,GA,Treutlen,3,3,0,3,0
1601,GA,Pierce,3,3,0,3,0
1602,GA,Pike,3,3,0,3,0
1603,GA,Polk,3,3,0,3,0
1604,GA,Pulaski,3,3,0,3,0
1605,GA,Putnam,3,3,0,3,0
1606,GA,Quitman,3,1,2,1,2
1607,GA,Rabun,3,3,0,3,0
1608,GA,Schley,3,3,0,3,0
1609,GA,Screven,3,3,0,3,0
1610,GA,Seminole,3,3,0,3,0
1611,GA,Spalding,3,3,0,3,0
1612,GA,Stephens,3,3,0,3,0
1613,GA,Tattnall,3,3,0,3,0
1614,GA,Taylor,3,3,0,3,0
1615,GA,Thomas,3,3,0,3,0
1616,GA,Tift,3,3,0,3,0
1617,GA,Toombs,3,3,0,3,0
1618,GA,Pickens,3,3,0,3,0
1619,GA,Paulding,3,3,0,3,0
1620,GA,Oglethorpe,3,3,0,3,0
1621,GA,Lumpkin,3,3,0,3,0
1622,GA,Lamar,3,3,0,3,0
1623,GA,Lanier,3,3,0,3,0
1624,GA,Laurens,3,3,0,3,0
1625,GA,Lee,3,3,0,3,0
1626,GA,Lincoln,3,3,0,3,0
1627,GA,Long,3,3,0,3,0
1628,GA,Lowndes,3,3,0,3,0
1629,GA,Madison,3,3,0,3,0
1630,GA,Oconee,3,3,0,3,0
1631,GA,Marion,3,3,0,3,0
1632,GA,McDuffie,3,3,0,3,0
1633,GA,Miller,3,3,0,3,0
1634,GA,Monroe,3,3,0,3,0
1635,GA,Montgomery,3,3,0,3,0
1636,GA,Morgan,3,3,0,3,0
1637,GA,Murray,3,3,0,3,0
1638,GA,Towns,3,3,0,3,0
1639,GA,Troup,3,3,0,3,0
1640,IA,Greene,3,2,1,2,1
1641,GA,Turner,3,3,0,3,0
1642,IA,Calhoun,3,3,0,3,0
1643,IA,Cass,3,3,0,3,0
1644,IA,Cerro Gordo,3,1,2,1,2
1645,IA,Cherokee,3,3,0,3,0
1646,IA,Chickasaw,3,1,2,1,2
1647,IA,Clarke,3,1,2,1,2
1648,IA,Clay,3,3,0,3,0
1649,IA,Clayton,3,1,2,1,2
1650,IA,Clinton,3,1,2,1,2
1651,IA,Dallas,3,3,0,3,0
1652,IA,Davis,3,3,0,3,0
1653,IA,Decatur,3,3,0,3,0
1654,IA,Des Moines,3,1,2,1,2
1655,IA,Dickinson,3,3,0,3,0
1656,IA,Dubuque,3,1,2,1,2
1657,IA,Floyd,3,1,2,1,2
1658,IA,Fremont,3,3,0,3,0
1659,IA,Butler,3,3,0,3,0
1660,IA,Buena Vista,3,3,0,3,0
1661,IA,Buchanan,3,1,2,1,2
1662,GA,Wayne,3,3,0,3,0
1663,GA,Twiggs,3,1,2,1,2
1664,GA,Union,3,3,0,3,0
1665,GA,Upson,3,3,0,3,0
1666,GA,Walker,3,3,0,3,0
1667,GA,Walton,3,3,0,3,0
1668,GA,Ware,3,3,0,3,0
1669,GA,Washington,3,1,2,1,2
1670,GA,Wheeler,3,3,0,3,0
1671,IA,Boone,3,1,2,1,2
1672,GA,White,3,3,0,3,0
1673,GA,Whitfield,3,3,0,3,0
1674,GA,Wilcox,3,3,0,3,0
1675,GA,Wilkes,3,3,0,3,0
1676,GA,Worth,3,3,0,3,0
1677,IA,Adair,3,3,0,3,0
1678,IA,Appanoose,3,3,0,3,0
1679,ID,Twin Falls,3,3,0,3,0
1680,ID,Valley,3,3,0,3,0
1681,ID,Washington,3,3,0,3,0
1682,IN,Ohio,3,3,0,3,0
1683,IN,Jay,3,3,0,3,0
1684,IN,Jefferson,3,3,0,3,0
1685,IN,Jennings,3,3,0,3,0
1686,IN,Johnson,3,3,0,3,0
1687,IN,Knox,3,3,0,3,0
1688,IN,Kosciusko,3,3,0,3,0
1689,IN,LaGrange,3,3,0,3,0
1690,IN,LaPorte,3,1,2,1,2
1691,IN,Lawrence,3,3,0,3,0
1692,IN,Marion,3,1,2,1,2
1693,IN,Marshall,3,3,0,3,0
1694,IN,Martin,3,3,0,3,0
1695,IN,Miami,3,3,0,3,0
1696,IN,Monroe,3,1,2,1,2
1697,IN,Montgomery,3,3,0,3,0
1698,IN,Morgan,3,3,0,3,0
1699,IN,Newton,3,3,0,3,0
1700,IN,Jasper,3,3,0,3,0
1701,IN,Jackson,3,3,0,3,0
1702,IN,Huntington,3,3,0,3,0
1703,IN,Fulton,3,3,0,3,0
1704,IN,Decatur,3,3,0,3,0
1705,IN,Dubois,3,3,0,3,0
1706,IN,Elkhart,3,3,0,3,0
1707,IN,Fayette,3,3,0,3,0
1708,IN,Floyd,3,3,0,3,0
1709,IN,Fountain,3,3,0,3,0
1710,IN,Franklin,3,3,0,3,0
1711,IN,Gibson,3,3,0,3,0
1712,IN,Howard,3,3,0,3,0
1713,IN,Grant,3,3,0,3,0
1714,IN,Greene,3,3,0,3,0
1715,IN,Hamilton,3,3,0,3,0
1716,IN,Hancock,3,3,0,3,0
1717,IN,Harrison,3,3,0,3,0
1718,IN,Hendricks,3,3,0,3,0
1719,IN,Henry,3,3,0,3,0
1720,IN,Noble,3,3,0,3,0
1721,IN,Orange,3,3,0,3,0
1722,IL,Adams,3,3,0,3,0
1723,IN,Owen,3,3,0,3,0
1724,IN,Wayne,3,3,0,3,0
1725,IN,Wells,3,3,0,3,0
1726,IN,White,3,3,0,3,0
1727,IN,Whitley,3,3,0,3,0
1728,KS,Allen,3,3,0,3,0
1729,KS,Anderson,3,3,0,3,0
1730,KS,Atchison,3,3,0,3,0
1731,KS,Barber,3,3,0,3,0
1732,KS,Barton,3,3,0,3,0
1733,KS,Bourbon,3,3,0,3,0
1734,KS,Brown,3,3,0,3,0
1735,KS,Butler,3,3,0,3,0
1736,KS,Chase,3,3,0,3,0
1737,KS,Chautauqua,3,3,0,3,0
1738,KS,Cherokee,3,3,0,3,0
1739,KS,Cheyenne,3,3,0,3,0
1740,KS,Clark,3,3,0,3,0
1741,IN,Washington,3,3,0,3,0
1742,IN,Warrick,3,3,0,3,0
1743,IN,Warren,3,3,0,3,0
1744,IN,Rush,3,3,0,3,0
1745,IN,Parke,3,3,0,3,0
1746,IN,Pike,3,3,0,3,0
1747,IN,Posey,3,3,0,3,0
1748,IN,Pulaski,3,3,0,3,0
1749,IN,Putnam,3,3,0,3,0
1750,IN,Randolph,3,3,0,3,0
1751,IN,Ripley,3,3,0,3,0
1752,IN,Shelby,3,3,0,3,0
1753,IN,Wabash,3,3,0,3,0
1754,IN,St. Joseph,3,1,2,1,2
1755,IN,Steuben,3,3,0,3,0
1756,IN,Sullivan,3,3,0,3,0
1757,IN,Switzerland,3,3,0,3,0
1758,IN,Tipton,3,3,0,3,0
1759,IN,Union,3,3,0,3,0
1760,IN,Vermillion,3,2,1,2,1
1761,IN,Dearborn,3,3,0,3,0
1762,IN,DeKalb,3,3,0,3,0
1763,IN,Daviess,3,3,0,3,0
1764,IN,Crawford,3,3,0,3,0
1765,IL,Hancock,3,3,0,3,0
1766,IL,Hardin,3,3,0,3,0
1767,IL,Henderson,3,1,2,1,2
1768,IL,Iroquois,3,3,0,3,0
1769,IL,Jasper,3,3,0,3,0
1770,IL,Jefferson,3,3,0,3,0
1771,IL,Jersey,3,3,0,3,0
1772,IL,Johnson,3,3,0,3,0
1773,IL,Knox,3,1,2,1,2
1774,IL,LaSalle,3,2,1,2,1
1775,IL,Lawrence,3,3,0,3,0
1776,IL,Lee,3,3,0,3,0
1777,IL,Livingston,3,3,0,3,0
1778,IL,Logan,3,3,0,3,0
1779,IL,Macon,3,2,1,2,1
1780,IL,Macoupin,3,2,1,2,1
1781,IL,Marshall,3,3,0,3,0
1782,IL,Hamilton,3,3,0,3,0
1783,IL,Greene,3,3,0,3,0
1784,IL,Gallatin,3,2,1,2,1
1785,IL,Crawford,3,3,0,3,0
1786,IL,Alexander,3,1,2,1,2
1787,IL,Bond,3,3,0,3,0
1788,IL,Brown,3,3,0,3,0
1789,IL,Christian,3,3,0,3,0
1790,IL,Clark,3,3,0,3,0
1791,IL,Clay,3,3,0,3,0
1792,IL,Clinton,3,3,0,3,0
1793,IL,Cumberland,3,3,0,3,0
1794,IL,Fulton,3,1,2,1,2
1795,IL,De Witt,3,3,0,3,0
1796,IL,Douglas,3,3,0,3,0
1797,IL,Edgar,3,3,0,3,0
1798,IL,Edwards,3,3,0,3,0
1799,IL,Effingham,3,3,0,3,0
1800,IL,Fayette,3,3,0,3,0
1801,IL,Ford,3,3,0,3,0
1802,IL,Massac,3,3,0,3,0
1803,IL,Menard,3,3,0,3,0
1804,IL,Mercer,3,1,2,1,2
1805,IN,Benton,3,3,0,3,0
1806,IL,White,3,3,0,3,0
1807,IL,Whiteside,3,1,2,1,2
1808,IL,Williamson,3,3,0,3,0
1809,IL,Woodford,3,3,0,3,0
1810,IN,Adams,3,3,0,3,0
1811,IN,Allen,3,3,0,3,0
1812,IN,Bartholomew,3,3,0,3,0
1813,IN,Blackford,3,3,0,3,0
1814,IL,Washington,3,3,0,3,0
1815,IN,Boone,3,3,0,3,0
1816,IN,Brown,3,3,0,3,0
1817,IN,Carroll,3,3,0,3,0
1818,IN,Cass,3,3,0,3,0
1819,IN,Clark,3,3,0,3,0
1820,IN,Clay,3,3,0,3,0
1821,IN,Clinton,3,3,0,3,0
1822,IL,Wayne,3,3,0,3,0
1823,IL,Wabash,3,3,0,3,0
1824,IL,Monroe,3,3,0,3,0
1825,IL,Pulaski,3,2,1,2,1
1826,IL,Montgomery,3,2,1,2,1
1827,IL,Morgan,3,3,0,3,0
1828,IL,Moultrie,3,3,0,3,0
1829,IL,Ogle,3,3,0,3,0
1830,IL,Piatt,3,3,0,3,0
1831,IL,Pike,3,3,0,3,0
1832,IL,Pope,3,3,0,3,0
1833,IL,Putnam,3,1,2,1,2
1834,IL,Union,3,3,0,3,0
1835,IL,Randolph,3,3,0,3,0
1836,IL,Richland,3,3,0,3,0
1837,IL,Saline,3,3,0,3,0
1838,IL,Scott,3,3,0,3,0
1839,IL,Shelby,3,3,0,3,0
1840,IL,Stark,3,3,0,3,0
1841,IL,Tazewell,3,3,0,3,0
1842,GA,Jones,3,3,0,3,0
1843,GA,Johnson,3,3,0,3,0
1844,GA,Jenkins,3,3,0,3,0
1845,AZ,Graham,3,3,0,3,0
1846,AR,Polk,3,3,0,3,0
1847,AR,Pope,3,3,0,3,0
1848,AR,Prairie,3,3,0,3,0
1849,AR,Saline,3,3,0,3,0
1850,AR,Scott,3,3,0,3,0
1851,AR,Searcy,3,3,0,3,0
1852,AR,Sebastian,3,3,0,3,0
1853,AR,Sevier,3,3,0,3,0
1854,AR,Sharp,3,3,0,3,0
1855,AR,Stone,3,3,0,3,0
1856,AR,Union,3,3,0,3,0
1857,AR,Van Buren,3,3,0,3,0
1858,AR,Washington,3,3,0,3,0
1859,AR,White,3,3,0,3,0
1860,AR,Woodruff,3,1,2,1,2
1861,AR,Yell,3,3,0,3,0
1862,AZ,Cochise,3,3,0,3,0
1863,AR,Pike,3,3,0,3,0
1864,AR,Perry,3,3,0,3,0
1865,AR,Newton,3,3,0,3,0
1866,AR,Grant,3,3,0,3,0
1867,AR,Columbia,3,3,0,3,0
1868,AR,Conway,3,3,0,3,0
1869,AR,Crawford,3,3,0,3,0
1870,AR,Faulkner,3,3,0,3,0
1871,AR,Franklin,3,3,0,3,0
1872,AR,Fulton,3,3,0,3,0
1873,AR,Garland,3,3,0,3,0
1874,AR,Howard,3,3,0,3,0
1875,AR,Montgomery,3,3,0,3,0
1876,AR,Independence,3,3,0,3,0
1877,AR,Johnson,3,3,0,3,0
1878,AR,Logan,3,3,0,3,0
1879,AR,Lonoke,3,3,0,3,0
1880,AR,Madison,3,3,0,3,0
1881,AR,Marion,3,3,0,3,0
1882,AR,Miller,3,3,0,3,0
1883,AZ,Gila,3,3,0,3,0
1884,AZ,Greenlee,3,3,0,3,0
1885,CO,Crowley,3,3,0,3,0
1886,AZ,La Paz,3,3,0,3,0
1887,CA,Mono,3,1,2,1,2
1888,CA,Nevada,3,2,1,2,1
1889,CA,Placer,3,3,0,3,0
1890,CA,Plumas,3,3,0,3,0
1891,CA,Shasta,3,3,0,3,0
1892,CA,Sierra,3,3,0,3,0
1893,CA,Siskiyou,3,3,0,3,0
1894,CA,Sutter,3,3,0,3,0
1895,CA,Tehama,3,3,0,3,0
1896,CA,Tulare,3,3,0,3,0
1897,CA,Tuolumne,3,3,0,3,0
1898,CA,Yuba,3,3,0,3,0
1899,CO,Archuleta,3,3,0,3,0
1900,CO,Baca,3,3,0,3,0
1901,CO,Bent,3,3,0,3,0
1902,CO,Broomfield,3,1,2,1,2
1903,CO,Cheyenne,3,3,0,3,0
1904,CA,Modoc,3,3,0,3,0
1905,CA,Mariposa,3,3,0,3,0
1906,CA,Madera,3,3,0,3,0
1907,CA,Amador,3,3,0,3,0
1908,AZ,Maricopa,3,3,0,3,0
1909,AZ,Mohave,3,3,0,3,0
1910,AZ,Navajo,3,3,0,3,0
1911,AZ,Pinal,3,3,0,3,0
1912,AZ,Yavapai,3,3,0,3,0
1913,AZ,Yuma,3,3,0,3,0
1914,CA,Alpine,3,1,2,1,2
