,state_po,county,cor_pred,Repnum_x,Demnum_x,Repnum_y,Demnum_y
1915,CA,Calaveras,3,3,0,3,0
1916,CA,Lassen,3,3,0,3,0
1917,CA,Colusa,3,3,0,3,0
1918,CA,Del Norte,3,3,0,3,0
1919,CA,El Dorado,3,3,0,3,0
1920,CA,Glenn,3,3,0,3,0
1921,CA,Inyo,3,3,0,3,0
1922,CA,Kern,3,3,0,3,0
1923,CA,Kings,3,3,0,3,0
1924,AR,Cleveland,3,3,0,3,0
1925,AR,Cleburne,3,3,0,3,0
1926,AR,Carroll,3,3,0,3,0
1927,AR,Calhoun,3,3,0,3,0
1928,AK,District 7,3,3,0,3,0
1929,AK,District 9,3,3,0,3,0
1930,AL,Autauga,3,3,0,3,0
1931,AL,Baldwin,3,3,0,3,0
1932,AL,Barbour,3,2,1,2,1
1933,AL,Bibb,3,3,0,3,0
1934,AL,Blount,3,3,0,3,0
1935,AL,Butler,3,3,0,3,0
1936,AL,Calhoun,3,3,0,3,0
1937,AL,Chambers,3,3,0,3,0
1938,AL,Cherokee,3,3,0,3,0
1939,AL,Chilton,3,3,0,3,0
1940,AL,Clarke,3,3,0,3,0
1941,AL,Clay,3,3,0,3,0
1942,AL,Cleburne,3,3,0,3,0
1943,AL,Coffee,3,3,0,3,0
1944,AL,Conecuh,3,2,1,2,1
1945,AK,District 6,3,3,0,3,0
1946,AK,District 5,3,3,0,3,0
1947,AK,District 40,3,2,1,2,1
1948,AK,District 19,3,2,1,2,1
1949,AK,District 11,3,3,0,3,0
1950,AK,District 12,3,3,0,3,0
1951,AK,District 13,3,3,0,3,0
1952,AK,District 14,3,3,0,3,0
1953,AK,District 16,3,2,1,2,1
1954,AK,District 17,3,2,1,2,1
1955,AK,District 18,3,2,1,2,1
1956,AK,District 2,3,3,0,3,0
1957,AK,District 37,3,2,1,2,1
1958,AK,District 24,3,3,0,3,0
1959,AK,District 27,3,3,0,3,0
1960,AK,District 28,3,3,0,3,0
1961,AK,District 29,3,3,0,3,0
1962,AK,District 30,3,3,0,3,0
1963,AK,District 34,3,2,1,2,1
1964,AK,District 35,3,3,0,3,0
1965,AL,Coosa,3,3,0,3,0
1966,AL,Covington,3,3,0,3,0
1967,AL,Crenshaw,3,3,0,3,0
1968,AL,Tallapoosa,3,3,0,3,0
1969,AL,Morgan,3,3,0,3,0
1970,AL,Pickens,3,3,0,3,0
1971,AL,Pike,3,3,0,3,0
1972,AL,Randolph,3,3,0,3,0
1973,AL,Shelby,3,3,0,3,0
1974,AL,St. Clair,3,3,0,3,0
1975,AL,Talladega,3,3,0,3,0
1976,AL,Tuscaloosa,3,3,0,3,0
1977,AL,Mobile,3,3,0,3,0
1978,AL,Walker,3,3,0,3,0
1979,AL,Washington,3,3,0,3,0
1980,AL,Winston,3,3,0,3,0
1981,AR,Arkansas,3,3,0,3,0
1982,AR,Baxter,3,3,0,3,0
1983,AR,Benton,3,3,0,3,0
1984,AR,Boone,3,3,0,3,0
1985,AL,Monroe,3,3,0,3,0
1986,AL,Marshall,3,3,0,3,0
1987,AL,Cullman,3,3,0,3,0
1988,AL,Geneva,3,3,0,3,0
1989,AL,Dale,3,3,0,3,0
1990,AL,DeKalb,3,3,0,3,0
1991,AL,Elmore,3,3,0,3,0
1992,AL,Escambia,3,3,0,3,0
1993,AL,Etowah,3,3,0,3,0
1994,AL,Fayette,3,3,0,3,0
1995,AL,Franklin,3,3,0,3,0
1996,AL,Henry,3,3,0,3,0
1997,AL,Marion,3,3,0,3,0
1998,AL,Houston,3,3,0,3,0
1999,AL,Lamar,3,3,0,3,0
2000,AL,Lauderdale,3,3,0,3,0
2001,AL,Lee,3,3,0,3,0
2002,AL,Limestone,3,3,0,3,0
2003,AL,Madison,3,3,0,3,0
2004,AL,Marengo,3,1,2,1,2
2005,CO,Clear Creek,3,1,2,1,2
2006,CO,Custer,3,3,0,3,0
2007,GA,Jeff Davis,3,3,0,3,0
2008,GA,Cherokee,3,3,0,3,0
2009,GA,Bartow,3,3,0,3,0
2010,GA,Ben Hill,3,3,0,3,0
2011,GA,Berrien,3,3,0,3,0
2012,GA,Bleckley,3,3,0,3,0
2013,GA,Brantley,3,3,0,3,0
2014,GA,Brooks,3,3,0,3,0
2015,GA,Bryan,3,3,0,3,0
2016,GA,Bulloch,3,3,0,3,0
2017,GA,Burke,3,1,2,1,2
2018,GA,Butts,3,3,0,3,0
2019,GA,Camden,3,3,0,3,0
2020,GA,Candler,3,3,0,3,0
2021,GA,Carroll,3,3,0,3,0
2022,GA,Catoosa,3,3,0,3,0
2023,GA,Charlton,3,3,0,3,0
2024,GA,Chatham,3,1,2,1,2
2025,GA,Chattahoochee,3,2,1,2,1
2026,GA,Barrow,3,3,0,3,0
2027,GA,Banks,3,3,0,3,0
2028,GA,Baker,3,1,2,1,2
2029,FL,Sumter,3,3,0,3,0
2030,FL,Polk,3,3,0,3,0
2031,FL,Putnam,3,3,0,3,0
2032,FL,Santa Rosa,3,3,0,3,0
2033,FL,Sarasota,3,3,0,3,0
2034,FL,Seminole,3,3,0,3,0
2035,FL,St. Johns,3,3,0,3,0
2036,FL,St. Lucie,3,1,2,1,2
2037,FL,Suwannee,3,3,0,3,0
2038,GA,Bacon,3,3,0,3,0
2039,FL,Taylor,3,3,0,3,0
2040,FL,Union,3,3,0,3,0
2041,FL,Wakulla,3,3,0,3,0
2042,FL,Walton,3,3,0,3,0
2043,FL,Washington,3,3,0,3,0
2044,GA,Appling,3,3,0,3,0
2045,GA,Atkinson,3,3,0,3,0
2046,GA,Chattooga,3,3,0,3,0
2047,GA,Clinch,3,3,0,3,0
2048,CO,Delta,3,3,0,3,0
2049,GA,Coffee,3,3,0,3,0
2050,GA,Franklin,3,3,0,3,0
2051,GA,Gilmer,3,3,0,3,0
2052,GA,Glascock,3,3,0,3,0
2053,GA,Glynn,3,3,0,3,0
2054,GA,Gordon,3,3,0,3,0
2055,GA,Grady,3,3,0,3,0
2056,GA,Greene,3,3,0,3,0
2057,GA,Habersham,3,3,0,3,0
2058,GA,Hall,3,3,0,3,0
2059,GA,Haralson,3,3,0,3,0
2060,GA,Harris,3,3,0,3,0
2061,GA,Hart,3,3,0,3,0
2062,GA,Heard,3,3,0,3,0
2063,GA,Houston,3,3,0,3,0
2064,GA,Irwin,3,3,0,3,0
2065,GA,Jackson,3,3,0,3,0
2066,GA,Jasper,3,3,0,3,0
2067,GA,Forsyth,3,3,0,3,0
2068,GA,Floyd,3,3,0,3,0
2069,GA,Fayette,3,3,0,3,0
2070,GA,Dawson,3,3,0,3,0
2071,GA,Colquitt,3,3,0,3,0
2072,GA,Columbia,3,3,0,3,0
2073,GA,Cook,3,3,0,3,0
2074,GA,Coweta,3,3,0,3,0
2075,GA,Crawford,3,3,0,3,0
2076,GA,Crisp,3,3,0,3,0
2077,GA,Dade,3,3,0,3,0
2078,GA,Decatur,3,3,0,3,0
2079,GA,Fannin,3,3,0,3,0
2080,GA,Dodge,3,3,0,3,0
2081,GA,Dooly,3,1,2,1,2
2082,GA,Echols,3,3,0,3,0
2083,GA,Effingham,3,3,0,3,0
2084,GA,Elbert,3,3,0,3,0
2085,GA,Emanuel,3,3,0,3,0
2086,GA,Evans,3,3,0,3,0
2087,FL,Osceola,3,1,2,1,2
2088,FL,Okeechobee,3,3,0,3,0
2089,FL,Okaloosa,3,3,0,3,0
2090,FL,Nassau,3,3,0,3,0
2091,CO,Montezuma,3,3,0,3,0
2092,CO,Montrose,3,3,0,3,0
2093,CO,Morgan,3,3,0,3,0
2094,CO,Otero,3,3,0,3,0
2095,CO,Park,3,3,0,3,0
2096,CO,Phillips,3,3,0,3,0
2097,CO,Prowers,3,3,0,3,0
2098,CO,Pueblo,3,1,2,1,2
2099,CO,Rio Blanco,3,3,0,3,0
2100,CO,Rio Grande,3,3,0,3,0
2101,CO,Routt,3,1,2,1,2
2102,CO,San Juan,3,1,2,1,2
2103,CO,Sedgwick,3,3,0,3,0
2104,CO,Teller,3,3,0,3,0
2105,CO,Washington,3,3,0,3,0
2106,CO,Weld,3,3,0,3,0
2107,CO,Yuma,3,3,0,3,0
2108,CO,Moffat,3,3,0,3,0
2109,CO,Mineral,3,3,0,3,0
2110,CO,Mesa,3,3,0,3,0
2111,CO,Grand,3,3,0,3,0
2112,CO,Dolores,3,3,0,3,0
2113,CO,Douglas,3,3,0,3,0
2114,CO,Eagle,3,1,2,1,2
2115,CO,El Paso,3,3,0,3,0
2116,CO,Elbert,3,3,0,3,0
2117,CO,Fremont,3,3,0,3,0
2118,CO,Garfield,3,3,0,3,0
2119,CO,Gunnison,3,1,2,1,2
2120,CO,Logan,3,3,0,3,0
2121,CO,Hinsdale,3,3,0,3,0
2122,CO,Jackson,3,3,0,3,0
2123,CO,Kiowa,3,3,0,3,0
2124,CO,Kit Carson,3,3,0,3,0
2125,CO,La Plata,3,1,2,1,2
2126,CO,Las Animas,3,1,2,1,2
2127,CO,Lincoln,3,3,0,3,0
2128,CT,Litchfield,3,2,1,2,1
2129,CT,Windham,3,1,2,1,2
2130,DE,Sussex,3,3,0,3,0
2131,FL,Lake,3,3,0,3,0
2132,FL,Hendry,3,3,0,3,0
2133,FL,Highlands,3,3,0,3,0
2134,FL,Holmes,3,3,0,3,0
2135,FL,Indian River,3,3,0,3,0
2136,FL,Jackson,3,3,0,3,0
2137,FL,Jefferson,3,1,2,1,2
2138,FL,Lafayette,3,3,0,3,0
2139,FL,Lee,3,3,0,3,0
2140,FL,Hamilton,3,3,0,3,0
2141,FL,Levy,3,3,0,3,0
2142,FL,Liberty,3,3,0,3,0
2143,FL,Madison,3,3,0,3,0
2144,FL,Manatee,3,3,0,3,0
2145,FL,Marion,3,3,0,3,0
2146,FL,Martin,3,3,0,3,0
2147,FL,Monroe,3,1,2,1,2
2148,FL,Hardee,3,3,0,3,0
2149,FL,Gulf,3,3,0,3,0
2150,FL,Baker,3,3,0,3,0
2151,FL,Collier,3,3,0,3,0
2152,FL,Bay,3,3,0,3,0
2153,FL,Bradford,3,3,0,3,0
2154,FL,Brevard,3,3,0,3,0
2155,FL,Calhoun,3,3,0,3,0
2156,FL,Charlotte,3,3,0,3,0
2157,FL,Citrus,3,3,0,3,0
2158,FL,Clay,3,3,0,3,0
2159,FL,Columbia,3,3,0,3,0
2160,FL,Glades,3,3,0,3,0
2161,FL,Desoto,3,3,0,3,0
2162,FL,Dixie,3,3,0,3,0
2163,FL,Duval,3,3,0,3,0
2164,FL,Escambia,3,3,0,3,0
2165,FL,Flagler,3,2,1,2,1
2166,FL,Franklin,3,3,0,3,0
2167,FL,Gilchrist,3,3,0,3,0
2168,KS,Clay,3,3,0,3,0
2169,IL,Marion,3,3,0,3,0
2170,KS,Coffey,3,3,0,3,0
2171,ME,Kennebec,3,1,2,1,2
2172,ME,Oxford,3,1,2,1,2
2173,ME,Piscataquis,3,3,0,3,0
2174,ME,Somerset,3,1,2,1,2
2175,ME,Waldo,3,1,2,1,2
2176,MI,Alcona,3,3,0,3,0
2177,MI,Alger,3,2,1,2,1
2178,MI,Allegan,3,3,0,3,0
2179,MI,Alpena,3,2,1,2,1
2180,MI,Antrim,3,3,0,3,0
2181,MI,Baraga,3,3,0,3,0
2182,MI,Barry,3,3,0,3,0
2183,MI,Bay,3,1,2,1,2
2184,MI,Branch,3,3,0,3,0
2185,MI,Charlevoix,3,3,0,3,0
2186,MI,Cheboygan,3,3,0,3,0
2187,ME,Lincoln,3,1,2,1,2
2188,ME,Franklin,3,1,2,1,2
2189,MD,Allegany,3,3,0,3,0
2190,ME,Aroostook,3,1,2,1,2
2191,MD,Caroline,3,3,0,3,0
2192,MD,Carroll,3,3,0,3,0
2193,MD,Cecil,3,3,0,3,0
2194,MD,Dorchester,3,3,0,3,0
2195,KS,Comanche,3,3,0,3,0
2196,MD,Garrett,3,3,0,3,0
2197,MD,Harford,3,3,0,3,0
2198,MD,Queen Anne's,3,3,0,3,0
2199,MD,Somerset,3,2,1,2,1
2200,MD,St. Mary's,3,3,0,3,0
2201,MD,Talbot,3,3,0,3,0
2202,MD,Washington,3,3,0,3,0
2203,MD,Wicomico,3,3,0,3,0
2204,MD,Worcester,3,3,0,3,0
2205,ME,Androscoggin,3,1,2,1,2
2206,MI,Chippewa,3,3,0,3,0
2207,MI,Clare,3,2,1,2,1
2208,MI,Crawford,3,3,0,3,0
2209,MI,Dickinson,3,3,0,3,0
2210,MI,Midland,3,3,0,3,0
2211,MI,Missaukee,3,3,0,3,0
2212,MI,Montcalm,3,3,0,3,0
2213,MI,Montmorency,3,3,0,3,0
2214,MI,Newaygo,3,3,0,3,0
2215,MI,Ogemaw,3,2,1,2,1
2216,MI,Osceola,3,3,0,3,0
2217,MI,Oscoda,3,3,0,3,0
2218,MI,Otsego,3,3,0,3,0
2219,MI,Ottawa,3,3,0,3,0
2220,MI,Roscommon,3,2,1,2,1
2221,MI,Saginaw,3,1,2,1,2
2222,MI,Sanilac,3,3,0,3,0
2223,MI,St. Joseph,3,3,0,3,0
2224,MI,Tuscola,3,3,0,3,0
2225,MI,Mecosta,3,3,0,3,0
2226,MI,Mackinac,3,3,0,3,0
2227,MI,Luce,3,3,0,3,0
2228,MI,Ionia,3,3,0,3,0
2229,MI,Emmet,3,3,0,3,0
2230,MI,Gogebic,3,1,2,1,2
2231,MI,Grand Traverse,3,3,0,3,0
2232,MI,Hillsdale,3,3,0,3,0
2233,MI,Houghton,3,3,0,3,0
2234,MI,Huron,3,3,0,3,0
2235,MI,Iosco,3,2,1,2,1
2236,MI,Livingston,3,3,0,3,0
2237,MI,Iron,3,2,1,2,1
2238,MI,Isabella,3,1,2,1,2
2239,MI,Kalkaska,3,3,0,3,0
2240,MI,Keweenaw,3,3,0,3,0
2241,MI,Lake,3,1,2,1,2
2242,MI,Lapeer,3,3,0,3,0
2243,MD,Calvert,3,3,0,3,0
2244,LA,Winn,3,3,0,3,0
2245,KY,Owen,3,3,0,3,0
2246,KY,Washington,3,3,0,3,0
2247,KY,Webster,3,3,0,3,0
2248,KY,Whitley,3,3,0,3,0
2249,KY,Wolfe,3,2,1,2,1
2250,KY,Woodford,3,3,0,3,0
2251,LA,Acadia,3,3,0,3,0
2252,LA,Allen,3,3,0,3,0
2253,LA,Ascension,3,3,0,3,0
2254,LA,Avoyelles,3,3,0,3,0
2255,LA,Beauregard,3,3,0,3,0
2256,LA,Bossier,3,3,0,3,0
2257,LA,Caddo,3,1,2,1,2
2258,LA,Calcasieu,3,3,0,3,0
2259,LA,Caldwell,3,3,0,3,0
2260,LA,Cameron,3,3,0,3,0
2261,LA,Catahoula,3,3,0,3,0
2262,KY,Wayne,3,3,0,3,0
2263,KY,Warren,3,3,0,3,0
2264,LA,West Feliciana,3,3,0,3,0
2265,KY,Union,3,3,0,3,0
2266,KY,Pendleton,3,3,0,3,0
2267,KY,Powell,3,3,0,3,0
2268,KY,Pulaski,3,3,0,3,0
2269,KY,Robertson,3,3,0,3,0
2270,KY,Rockcastle,3,3,0,3,0
2271,KY,Rowan,3,2,1,2,1
2272,KY,Russell,3,3,0,3,0
2273,KY,Scott,3,3,0,3,0
2274,KY,Shelby,3,3,0,3,0
2275,KY,Simpson,3,3,0,3,0
2276,KY,Spencer,3,3,0,3,0
2277,KY,Taylor,3,3,0,3,0
2278,KY,Todd,3,3,0,3,0
2279,KY,Trigg,3,3,0,3,0
2280,KY,Trimble,3,3,0,3,0
2281,LA,Claiborne,3,3,0,3,0
2282,LA,Concordia,3,3,0,3,0
2283,LA,De Soto,3,3,0,3,0
2284,LA,East Feliciana,3,3,0,3,0
2285,LA,Richland,3,3,0,3,0
2286,LA,Sabine,3,3,0,3,0
2287,LA,St. Bernard,3,3,0,3,0
2288,LA,St. Charles,3,3,0,3,0
2289,LA,St. Martin,3,3,0,3,0
2290,LA,St. Mary,3,3,0,3,0
2291,LA,St. Tammany,3,3,0,3,0
2292,LA,Tangipahoa,3,3,0,3,0
2293,LA,Terrebonne,3,3,0,3,0
2294,LA,Union,3,3,0,3,0
2295,LA,Vermilion,3,3,0,3,0
2296,LA,Vernon,3,3,0,3,0
2297,LA,Washington,3,3,0,3,0
2298,LA,Webster,3,3,0,3,0
2299,LA,West Carroll,3,3,0,3,0
2300,LA,Red River,3,3,0,3,0
2301,LA,Rapides,3,3,0,3,0
2302,LA,Plaquemines,3,3,0,3,0
2303,LA,Jefferson Davis,3,3,0,3,0
2304,LA,Evangeline,3,3,0,3,0
2305,LA,Franklin,3,3,0,3,0
2306,LA,Grant,3,3,0,3,0
2307,LA,Iberia,3,3,0,3,0
2308,LA,Jackson,3,3,0,3,0
2309,LA,Jefferson,3,3,0,3,0
2310,LA,La Salle,3,3,0,3,0
2311,LA,Ouachita,3,3,0,3,0
2312,LA,Lafayette,3,3,0,3,0
2313,LA,Lafourche,3,3,0,3,0
2314,LA,Lincoln,3,3,0,3,0
2315,LA,Livingston,3,3,0,3,0
2316,LA,Morehouse,3,3,0,3,0
2317,LA,Natchitoches,3,3,0,3,0
2318,MI,Wexford,3,3,0,3,0
2319,MN,Aitkin,3,2,1,2,1
2320,MN,Anoka,3,3,0,3,0
2321,MO,Grundy,3,3,0,3,0
2322,MO,Henry,3,3,0,3,0
2323,MO,Hickory,3,3,0,3,0
2324,MO,Holt,3,3,0,3,0
2325,MO,Howard,3,3,0,3,0
2326,MO,Howell,3,3,0,3,0
2327,MO,Jasper,3,3,0,3,0
2328,MO,Jefferson,3,2,1,2,1
2329,MO,Johnson,3,3,0,3,0
2330,MO,Knox,3,3,0,3,0
2331,MO,Laclede,3,3,0,3,0
2332,MO,Lafayette,3,3,0,3,0
2333,MO,Lawrence,3,3,0,3,0
2334,MO,Lewis,3,3,0,3,0
2335,MO,Lincoln,3,3,0,3,0
2336,MO,Linn,3,3,0,3,0
2337,MO,Harrison,3,3,0,3,0
2338,MO,Greene,3,3,0,3,0
2339,MN,Becker,3,3,0,3,0
2340,MO,Gentry,3,3,0,3,0
2341,MO,Christian,3,3,0,3,0
2342,MO,Clark,3,3,0,3,0
2343,MO,Clinton,3,3,0,3,0
2344,MO,Cole,3,3,0,3,0
2345,MO,Cooper,3,3,0,3,0
2346,MO,Crawford,3,3,0,3,0
2347,MO,Dade,3,3,0,3,0
2348,MO,Dallas,3,3,0,3,0
2349,MO,Daviess,3,3,0,3,0
2350,MO,DeKalb,3,3,0,3,0
2351,MO,Dent,3,3,0,3,0
2352,MO,Douglas,3,3,0,3,0
2353,MO,Dunklin,3,3,0,3,0
2354,MO,Franklin,3,3,0,3,0
2355,MO,Gasconade,3,3,0,3,0
2356,MO,Livingston,3,3,0,3,0
2357,MO,Macon,3,3,0,3,0
2358,MO,Madison,3,3,0,3,0
2359,MO,Maries,3,3,0,3,0
2360,MO,Polk,3,3,0,3,0
2361,MO,Pulaski,3,3,0,3,0
2362,MO,Putnam,3,3,0,3,0
2363,MO,Ralls,3,3,0,3,0
2364,MO,Randolph,3,3,0,3,0
2365,MO,Reynolds,3,3,0,3,0
2366,MO,Ripley,3,3,0,3,0
2367,MO,Schuyler,3,3,0,3,0
2368,MO,Scotland,3,3,0,3,0
2369,MO,Scott,3,3,0,3,0
2370,MO,Shannon,3,3,0,3,0
2371,MO,Shelby,3,3,0,3,0
2372,MO,St. Charles,3,3,0,3,0
2373,MO,St. Clair,3,3,0,3,0
2374,MO,St. Francois,3,3,0,3,0
2375,MO,Platte,3,3,0,3,0
2376,MO,Pike,3,3,0,3,0
2377,MO,Phelps,3,3,0,3,0
2378,MO,Montgomery,3,3,0,3,0
2379,MO,Marion,3,3,0,3,0
2380,MO,McDonald,3,3,0,3,0
2381,MO,Mercer,3,3,0,3,0
2382,MO,Miller,3,3,0,3,0
2383,MO,Moniteau,3,3,0,3,0
2384,MO,Monroe,3,3,0,3,0
2385,MO,Morgan,3,3,0,3,0
2386,MO,Pettis,3,3,0,3,0
2387,MO,Newton,3,3,0,3,0
2388,MO,Nodaway,3,3,0,3,0
2389,MO,Oregon,3,3,0,3,0
2390,MO,Osage,3,3,0,3,0
2391,MO,Ozark,3,3,0,3,0
2392,MO,Perry,3,3,0,3,0
2393,MO,Chariton,3,3,0,3,0
2394,MO,Cedar,3,3,0,3,0
2395,MO,Cass,3,3,0,3,0
2396,MN,Pipestone,3,3,0,3,0
2397,MN,Jackson,3,3,0,3,0
2398,MN,Kanabec,3,3,0,3,0
2399,MN,Kandiyohi,3,3,0,3,0
2400,MN,Lac Qui Parle,3,1,2,1,2
2401,MN,Lake of the Woods,3,3,0,3,0
2402,MN,Le Sueur,3,3,0,3,0
2403,MN,Lincoln,3,2,1,2,1
2404,MN,Lyon,3,3,0,3,0
2405,MN,Martin,3,3,0,3,0
2406,MN,McLeod,3,3,0,3,0
2407,MN,Meeker,3,3,0,3,0
2408,MN,Mille Lacs,3,3,0,3,0
2409,MN,Morrison,3,3,0,3,0
2410,MN,Mower,3,1,2,1,2
2411,MN,Nobles,3,3,0,3,0
2412,MN,Itasca,3,1,2,1,2
2413,MN,Isanti,3,3,0,3,0
2414,MN,Hubbard,3,3,0,3,0
2415,MN,Cook,3,1,2,1,2
2416,MN,Benton,3,3,0,3,0
2417,MN,Brown,3,3,0,3,0
2418,MN,Carver,3,3,0,3,0
2419,MN,Cass,3,3,0,3,0
2420,MN,Chisago,3,3,0,3,0
2421,MN,Clearwater,3,3,0,3,0
2422,MN,Cottonwood,3,3,0,3,0
2423,MN,Goodhue,3,3,0,3,0
2424,MN,Crow Wing,3,3,0,3,0
2425,MN,Dodge,3,3,0,3,0
2426,MN,Douglas,3,3,0,3,0
2427,MN,Faribault,3,3,0,3,0
2428,MN,Fillmore,3,1,2,1,2
2429,MN,Freeborn,3,1,2,1,2
2430,MN,Otter Tail,3,3,0,3,0
2431,MN,Redwood,3,3,0,3,0
2432,MO,Carter,3,3,0,3,0
2433,MN,Renville,3,3,0,3,0
2434,MO,Atchison,3,3,0,3,0
2435,MO,Audrain,3,3,0,3,0
2436,MO,Barry,3,3,0,3,0
2437,MO,Barton,3,3,0,3,0
2438,MO,Bates,3,3,0,3,0
2439,MO,Benton,3,3,0,3,0
2440,MO,Bollinger,3,3,0,3,0
2441,MO,Boone,3,1,2,1,2
2442,MO,Buchanan,3,2,1,2,1
2443,MO,Butler,3,3,0,3,0
2444,MO,Caldwell,3,3,0,3,0
2445,MO,Callaway,3,3,0,3,0
2446,MO,Camden,3,3,0,3,0
2447,MO,Cape Girardeau,3,3,0,3,0
2448,MO,Carroll,3,3,0,3,0
2449,MO,Andrew,3,3,0,3,0
2450,MO,Adair,3,3,0,3,0
2451,MN,Wright,3,3,0,3,0
2452,MN,Stearns,3,3,0,3,0
2453,MN,Rice,3,1,2,1,2
2454,MN,Rock,3,3,0,3,0
2455,MN,Roseau,3,3,0,3,0
2456,MN,Scott,3,3,0,3,0
2457,MN,Sherburne,3,3,0,3,0
2458,MN,Sibley,3,3,0,3,0
2459,MN,Steele,3,3,0,3,0
2460,MN,Winona,3,1,2,1,2
2461,MN,Swift,3,1,2,1,2
2462,MN,Todd,3,3,0,3,0
2463,MN,Wabasha,3,3,0,3,0
2464,MN,Wadena,3,3,0,3,0
2465,MN,Waseca,3,3,0,3,0
2466,MN,Wilkin,3,3,0,3,0
2467,KY,Owsley,3,3,0,3,0
2468,MD,Frederick,3,3,0,3,0
2469,WY,Weston,3,3,0,3,0
2470,KY,Jackson,3,3,0,3,0
2471,KS,Linn,3,3,0,3,0
2472,KS,Sheridan,3,3,0,3,0
2473,KY,Knox,3,3,0,3,0
2474,KS,Logan,3,3,0,3,0
2475,KS,Lyon,3,3,0,3,0
2476,KY,Campbell,3,3,0,3,0
2477,KY,Kenton,3,3,0,3,0
2478,KY,Johnson,3,3,0,3,0
2479,KS,Shawnee,3,3,0,3,0
2480,KY,Jessamine,3,3,0,3,0
2481,KS,Seward,3,3,0,3,0
2482,KS,Russell,3,3,0,3,0
2483,KY,Carlisle,3,3,0,3,0
2484,KS,Marion,3,3,0,3,0
2485,KY,Hopkins,3,3,0,3,0
2486,KS,Marshall,3,3,0,3,0
2487,KY,Hickman,3,3,0,3,0
2488,KY,Carroll,3,3,0,3,0
2489,KS,Sedgwick,3,3,0,3,0
2490,KY,Casey,3,3,0,3,0
2491,KY,Christian,3,3,0,3,0
2492,KS,Scott,3,3,0,3,0
2493,KY,Calloway,3,3,0,3,0
2494,KS,Lincoln,3,3,0,3,0
2495,KY,Larue,3,3,0,3,0
2496,KS,Sherman,3,3,0,3,0
2497,KY,Butler,3,3,0,3,0
2498,KY,Marshall,3,3,0,3,0
2499,KS,Kingman,3,3,0,3,0
2500,KS,Kiowa,3,3,0,3,0
2501,KS,Labette,3,3,0,3,0
2502,KS,Stanton,3,3,0,3,0
2503,KY,Marion,3,3,0,3,0
2504,KY,Madison,3,3,0,3,0
2505,KY,Lyon,3,3,0,3,0
2506,KS,Lane,3,3,0,3,0
2507,KS,Leavenworth,3,3,0,3,0
2508,KY,Caldwell,3,3,0,3,0
2509,KY,Livingston,3,3,0,3,0
2510,KY,Lincoln,3,3,0,3,0
2511,KY,Lewis,3,3,0,3,0
2512,KS,Stafford,3,3,0,3,0
2513,KY,Leslie,3,3,0,3,0
2514,KY,Lee,3,3,0,3,0
2515,KY,Lawrence,3,3,0,3,0
2516,KS,Smith,3,3,0,3,0
2517,KY,Laurel,3,3,0,3,0
2518,KS,Saline,3,3,0,3,0
2519,KY,Clark,3,3,0,3,0
2520,KY,Martin,3,3,0,3,0
2521,KY,Gallatin,3,3,0,3,0
2522,KS,Ness,3,3,0,3,0
2523,KY,Grayson,3,3,0,3,0
2524,KS,Norton,3,3,0,3,0
2525,KS,Reno,3,3,0,3,0
2526,KY,Graves,3,3,0,3,0
2527,KS,Osage,3,3,0,3,0
2528,KY,Grant,3,3,0,3,0
2529,KY,Daviess,3,3,0,3,0
2530,KY,Garrard,3,3,0,3,0
2531,KY,Edmonson,3,3,0,3,0
2532,KY,Elliott,3,1,2,1,2
2533,KS,McPherson,3,3,0,3,0
2534,KS,Rawlins,3,3,0,3,0
2535,KY,Estill,3,3,0,3,0
